,star_score,reple,date
178,1,마지막 공유 좀비 되고 죽으려고 나오는 장면 보고 극장에서 아침부터 웃었다 ㅋㅋ 애니메이션이나 평상 만드세요,2016-07-20 11:38:00
179,1,구립니다. 진심입니다.,2016-07-20 22:32:00
180,1,재미없음 진짜... 수위도 안높고 몰입도도없고,2016-07-20 11:28:00
181,1,월드워z 한국판 킬링타임용임,2016-07-20 10:36:00
182,5,소희야....제발.... 연기 좀!! 화보찍고 그럴 시간에 연기 연습 좀 하세요.솔직히 나가고 싶었는데 정유미랑 공유가 괜찮아서 봤음.긴장감은 나쁘지 않았습니다. 그냥 킬링타임용 영화,2016-07-20 11:36:00
183,1,좋다는 사람들은 어디서 오신분들인지..,2016-07-21 00:11:00
184,1,진짜 언플에 당했다. 원래 이런거 평점 안남기는데 너무 억울해서 남긴다.,2016-07-22 04:01:00
185,1,이 씨-발 진짜 어머니 모시고 갔는데 쌍욕하면서 나왔다 알로하 오에 나올때 소름돋았다ㅋㅋㅋㅋ 초반부터 후반까지 예상을 하나도 안빗나가고 할매는 무슨 소시오패시냐? 감독은 이딴씬 찍어놓고 드는 생각이 없냐? 후반은 신파가 절정에달한다 진짜ㅋㅋㅋㅋ ,2016-07-21 01:45:00
186,1,인생의 2시간을 무가치하게 쓰기에 가장 좋은 방법,2016-07-22 03:33:00
187,1,이 배우들로 이딴거 밖에 못 만드니? 연출 누가했냐 개연성은 어디 소풍 보낸거야? 진짜  1점도 아깝다... 진짜 좀비영화인데 거짓말 안하고 마지막에 손가락 까딱하는거 그거에 딱 한번 놀랬다!! 이거 재밌다는애들은 진짜 병원가봐라 너흰 악마야ㅠㅠ ,2016-07-21 10:08:00
188,1,알바들이 너무 많네...보고싶긴한데 보다 중간에 나올일이 생길까봐 보기가 두렵네... 좀비물이라... 왠지 유치할꺼같아...하....,2016-07-20 07:40:00
189,1,"알바들 많네.팩트없고 긴장감없고 재미없고 감동없고 개요없고 이유없고아무런 볼거리없는 영화.살다살다 이런영화는 또 첨이네....브레드 피트 나온 ""월드워Z"" 생각하고 보지마세요.",2016-07-20 15:02:00
190,1,"월드워 z에서 이미 본 좀비들, 기차앞에선 좀비는 나오지 않는다. 뒤만 쫓을뿐. 좀비로 힘을 못받자 중간부터 아이의 눈물을 빌미로 풀어나가는 신파적 전개. 의상분장은 희미하고.. 칸이 이렇게 수준이 낮다니.. 마케팅의 승리여라.. ",2016-07-20 11:19:00
191,1,월드워z보세요...ㅠ,2016-07-20 23:46:00
192,1,"단언컨데 최악입니다. 개연성 없는 에피소드와 대사,  공유와 유미? 마동석 씨를 제외한 오바스러운 연기는 절 화나게 만들었습니다",2016-07-23 06:53:00
193,1,노잼에 발암에 억지감동에 발연기에 뭐하나 부족한게 없네,2016-07-20 14:24:00
194,1,내 생에 최악의 영화별점 1도 아깝다 소희의 웃픈연기는이지혜를 뛰어 넘었다,2016-07-25 11:35:00
195,1,"아이돌 그룹을 보는 것 같음. 마동석은 액션담당, 공유는 여자몰이와 감성팔이 담당 등등.... 좀비영화에 애매한 감성은 필요가 없음을 입증하고 있는 영화.",2016-07-23 14:36:00
196,1,외국좀비물에비해너무하네요,2016-07-22 01:58:00
197,1,내인생최악의영화예요,2016-07-25 16:31:00
198,1,재미없음....,2016-07-22 02:50:00
199,1,역시 한국 좀비영화... 기대를 1도 저버리지않음.. 쓸데없이 오지랖만 많은 꼬맹이랑 문열렸는데 좀비랑 눈싸움하시는 할머니... 쓸데없는 감성팔이.. 한국좀비영화는 진짜 28주후나 월드워z같은 영화보고 좀 배웠으면 좋겠다.. ,2016-07-21 01:29:00
200,1,감성팔이 더하기 등장인물들의 암유발하는 느릿느릿함 + 뒤통수 치기 특히 노숙자가 중간에 한 행동은 와... 응급실 실려갈 뻔 여기에 아저씨 토핑 추가 허무핰 결말 후에 남은건 짜증 뿐 또 바이러스가 왜 배포됬고 왜 시작됬는지도 안 밝혀짐 ,2016-07-22 00:47:00
201,1,전형적인 한국식 신파극.,2016-07-20 16:03:00
202,1,좀비는 리얼했지만영화줄거리가 많이 아쉬웠다억지감동과 전개가 너무 느리다,2016-07-20 22:31:00
203,1,"정말 1점도 아깝다..배우들 연기를 보면 한숨이  나올정도다 안소희;;대체 누가 캐스팅한지;;그리고 한 상황에서 시간도 많이 끌고, 감정팔이를 하질 않나; 알바들 열심히 평 주느라 바쁘던데;차라리 월드워z 다운받아서 보시는게 더 정신상태에 좋습니다 ",2016-07-22 11:53:00
204,9,마동석하드캐리입니다다닫,2016-07-20 18:04:00
205,3,감명도 없고 결말도 없고 걍 슬프다...,2016-07-20 22:30:00
206,1,구체적인 좀비 생성 과정이런것은 기대안함. 좀비 분장도 훌륭하고 연기도 탁월했습니다. 하지만 왜 굳이 어째서리 다된 좀비물에 한국 영화 특유의 후반부 억지 감동 팍팍 투입??,2016-07-23 13:34:00
207,6,스토리가 개연성도 부족하고 기대가 너무컸네요,2016-07-20 07:32:00
208,1,"애기 말 OO 안들어서 짜증남. 현실에서 좀비떼 나타나면 어른도 무서워서 오줌 지릴텐데 대전역에서 애색히 정의롭게 다른 사람 구하려들다가 아빠한테 하는 말&#34;아빠는 자기만 알아서 이혼한거에요&#34; 하더라. 부모한테 못을 박더만, 내새끼였으면 바로 귀싸데기! ",2016-07-25 16:49:00
209,1,발암유발 핵노잼 ㅇㅇ 돈아까워 진짜,2016-07-20 12:52:00
210,1,와 진심 돈아까운 영화 노잼 진짜 재미없어 평점 5 주고싶은데 평점 너무높아서 평균낼라고 1준다화가나서 쓴다올해 첫 천만 기대작이라고 영화소개프로에 나오던데 낚인 내가 한심하내 스토리 없는건 둘째치고 재미가 없다,2016-07-21 10:14:00
211,1,억지신파에 허술한전개와 갑갑한 캐릭터..생각보다 평점이 아직 높아서 1점드림,2016-07-20 12:16:00
212,1,최악... 기대하고갔는데  노잼이네요,2016-07-20 12:50:00
213,1,최근 본 영화중 가장 이상했던 영화,2016-07-23 16:14:00
214,1,영화는 부산행 스토리는 안드로메다행,2016-07-21 10:09:00
215,1,평식이 이색희 공포만좋아하네,2016-07-20 12:03:00
216,8,역시 우리 마블리♥ 좀비 때려잡는데 박력이 장난아님,2016-07-21 08:55:00
217,1,스토리 개연성 사운드 분장 뭐 하나뛰어난점 없다 13년전  만든 28일후를  비교해서  하는말이다. 미대전공자로써 조금  실력있는친구들과 일주일이면 똑같은 형태로만들수있을꺼라 자신한다. 보지마라  돈아깝다.   댓글조작에  소름한번  돋고  간다. ,2016-07-20 18:02:00
218,1,실망 이단어로 모든게설명된다.,2016-07-20 13:03:00
219,1,"워킹데드게임, 새벽의저주, 설국열차, 기타 잡스런 재난 영화의 플룻이란 플룻은 다 덕지 덕지 발라 놓은 영화. 뭐하나 제대로 마무리 하는것 하나 없이 결말은 언제나 하는 것 없이 소리만 질러대는 쓸모없는 사람들만 생존. ",2016-07-20 14:26:00
220,1,평점 써본적도 없는데 찾아 들어와서 씁니다.... 살면서 본 영화중 가장 최악... 억지감동과 진부한 전개의 향연. 발연기는 보너스.,2016-07-21 02:43:00
221,1,"억지신파, 개연성 낮음, 주연배우들의 악연.... 마동석을 앞세운 광고효과로 반짝 뜨는 영화.. 게다가 연기의 대부분이 어설픈 애드립 같은 마동석.. 대본을 누가 썼는지 정말 아쉽다.",2016-07-22 13:32:00
222,1,댓글알바오지네 너무했다...진짜..,2016-07-21 02:58:00
223,5,너무 상업적으로 접근하고있다 연상호감독의 특징이 돋보이지 않아 실망했다. 돼지의왕.사이비 너무 재밌게봐서그런가..,2016-07-20 06:56:00
224,1,올해 본 영화중에서 역대급 최악이었어요 개연성도 없고 어디서부터 바이러스가 시작된건지에대한 내용은 1도없고크으아아악 이렇게 시작해서 크으아아악 이렇게 끝나는영화에요 최악입니다,2016-07-21 23:50:00
225,1,대한민국 좀비 영화 수준.. 최악이네.. 어설픈 스토리 긴장감 없고.. 핵 노잼,2016-07-20 22:34:00
226,1,영화평점 처음쓰는데 ...보는데  암걸이겠다 스토리도짜증 연기도 짜증 좀비하고 술래잡기하는것도아이고 .. 참내 ...,2016-07-23 19:52:00
227,3,뭔가 부족한느낌 그냥그럼,2016-07-21 00:54:00
228,1,별로... 취향에안맞아서그런지..,2016-07-21 17:11:00
229,1,연상호씨는그냥그림그립시다,2016-07-21 10:12:00
230,1,재난영화 뻔함을 좀비가 메꿔주려나 햇는데 이건뭐 단세포 수준 반복되는 습격 되려 지겨움 헛웃음만ㅉㅉ,2016-07-21 09:48:00
231,1,뻔하고재미없어 차라리REC다시보기가더재미있을듯,2016-07-20 10:16:00
232,5,마동석이 다살려놓고 다시 죽어가는 영화기대가 커서 그런지 그닥 그러네요,2016-07-20 10:53:00
233,4,그냥 그닥.. 너무 눈물짜내려고하는듯..,2016-07-20 22:12:00
234,1,다세포소녀보다 났고 태왕사신기보다 못한 cg와 스토리?,2016-07-20 09:49:00
235,1,0점!보는 내내 괴롭고 나가고 싶던 영화비추!!!시사회때 제작진들과 배우들이 무슨 마음으로 봤을지 궁금하더라,2016-07-21 22:47:00
236,1,아오..38사기동대 징수3과 백성일 과장 마동성행님이 너무 아깝다 ㅜ,2016-07-20 04:25:00
237,1,기대가 너무 컷나보네요.. 재밋긴한데..,2016-07-20 12:00:00
238,1,이영화의 문제점  1. 배경음악(80년대 심형래영환줄 개유치..) 2.안소희연기(내가더낫겠다..) 3. 이해안가는스토리..(할머니 살수있는데 웃으며 자살선택.. 공유 모유수유 연기... 등등...) 4. 긴장감하나도안넘침.... 5. 군인 사살하라.. ,2016-07-24 23:54:00
239,1,마동석아저씨의 멋진 액션씬. 근데 좀비감염이 일관성이 없음.엑스트라들과 주인공 및 몇몇 조연들의 감염시간차이 심함. 그리고 임신하신 여배우분은 아기 가진거치고 너무 잘달리고 너무 꼿꼿하심. 전반적으로 의문스러웠던영화. 장르는 왜 스릴러인지도 모르겠음. ,2016-07-20 16:43:00
240,1,"원래 좀비물 좋아하던 사람들에게는 득,      개연성을 고려하는 사람들에게는 실",2016-07-21 10:38:00
241,1,믄데 끼아아아악악악꾸에에엑엑엑,2016-07-21 03:06:00
242,1,홍보가과한듯합니다 몰입도가죽여준다더니 ㅋㅋㅋ 몰입도안되고...좀비영화아직은아닌가봅니다,2016-07-21 00:48:00
243,1,내평점 안소희가 말아먹고 내용은 중구 남방인 B급 영화. 이걸 집에서봤으면 단언하건데 분명히 껐다. 친구가 하도 재미있다 우겨서 봤는데  돈아깝다.,2016-07-21 10:24:00
244,1,내인생 최고의 쓰레기영화,2016-07-23 02:08:00
245,1,재밌다고해서 봤는데 전 내내 지루했어요. 처음에 너무 지루해서 나갈까 했는데 시작한지 겨우 30분정도-  그냥 좀비설명영화 같았어요. 좀비는 이런 특징이 있다 - 하고 설명해주는. 아무튼 별로였습니다,2016-07-21 22:56:00
246,2,마니 아쉽다. cg 를 비롯해 연기. 연출 모든게 어정쩡한 영화. 평론가와 난 보는 눈이 다른 듯,2016-07-20 10:58:00
247,1,뜯어 먹고 열차객실 문 닫는 장면밖에 없네요...좀비출현 원인과 소탕방법도 없고...잔인한 실망,2016-07-25 07:16:00
248,1,"군인들 산더미처럼 쏟아졌을 때 밟히는 군인 &#34;인형&#34;들 너무 티났고, 공유랑 전혀 안 닮은 못생기고 의미없는 딸내미, 연기하는 게 너무 티나는 무명 발암 배우, 왜 캐스팅 됐는지 의문인 발연기 소희, 좀비답지 않게 안 무서운 좀비들, 마지막 극혐감성팔이 ",2016-07-25 17:17:00
249,1,영화에 비해 평점이 너무 높다,2016-07-20 23:01:00
250,1,연상호 감독님. 창피하지 않습니까? 당신이 영화에서 그렸던 부조리.. 당신이 실천하고 있네요. 변칙개봉에 상영관 삼키기에.. 어쩌다 그리되셨나요.,2016-07-20 12:37:00
251,1,정말답도없는영화다 유치찬란과 감성팔이의끝,2016-07-22 03:52:00
252,1,"28일후, REC, 레지던트이블 등등등 좀비영화 좋아하시는 분은 부산행보면 저 처럼 평점 1점 남깁니다.. 한마디로 억지감동 개연성 ㄴ 분명 슬픈장면인데 웃음유발..",2016-07-21 10:23:00
253,1,답답해 돌아버리는 영화 내용도 없고 좀비가 어떻게 나왔는지는 설명도안해주고 마지막엔 억지감동만 끼워넣음...사이다없이 고구마 백개 쳐먹은 기분,2016-07-20 21:29:00
254,10,공유가애기처럼 우는데도 잘생겼더라ㅠ,2016-07-21 19:27:00
255,1,보는 내내 짜증. 싸구려 감동이나 자아냄. 외국 영화 짜깁기. 후반 기차에 좀비 달고가는 씬에는 마네킹다리 다 보임. 내 돈주고 보기 아까운 영화. 결말도 &lt;미스트&gt;처럼 공허하면 나은데 이건 엔딩크레딧에 공유 나오는거 보고 콜라 집어던질 뻔. ,2016-07-26 09:28:00
256,1,영화 구성이 엉망입니다,2016-07-23 15:11:00
257,1,"20대여자를 할머니 분장시켜놓고 할매연기시킴. 박지선이냐,",2016-07-24 19:55:00
258,1,해영씨  스카프 스카프 돌아갔어,2016-07-22 01:47:00
259,1,여자아인줄 모르고 남자애가 요새 아이답지 않게 효자구나 싶었다 근데 갑자기 차마입고 나와서 무서웠다 더운날 사람 울게 만들려고 노력은 했으나 신파가 극에 치달아 울화통이 터졌고 아이의 노래에서 이미 난 열반의 경지에 올랐다 ,2016-07-24 20:16:00
260,1,"인터스텔라, 다크나이트 같은 영화 재밌게 보신 분들은 절대 재미 없을 영화입니다. 영화가 상당히 많이 억지스러워요.",2016-07-20 22:39:00
261,1,기승전결도 없고 반전도 복선도 감동도 아무것도 없는 영화,2016-07-21 11:24:00
262,1,안소희 발연기 본인은 모르나???알아서 나오지 말아야지...이름 좀 있다고 그냥 캐스팅 막하지 맙시다!!!알바와의 균형을 맞추기 위해 1!,2016-07-22 13:42:00
263,1,보다가 하품나서 눈물 닦는데 옆에 아줌마 흐느끼는거 보고 더 놀램,2016-07-20 13:02:00
264,1,내가 이 영화 천만에 기여했다니...극 중 다급한 사람은 아무도 없다. 굳이 안들어가도 되는게 너무너무 많아서 영화가 산으로 간다.다른 사람들이 놀라고 눈물 흘릴때 그냥 미간만 찌푸려졌다.,2016-08-06 21:00:00
265,1,좀비도 사람도 안무섭습니다. 네이버 평점이 무섭습니다.,2016-07-28 12:45:00
266,9,기차라는 소재 신의한수 ㄷㄷ긴장감 최고,2016-07-22 21:31:00
267,1,이걸 돈주고 보다니..,2016-07-22 00:57:00
268,1,재밌다는거 다 낚으려는 속셈입니다 혹시나 보는 붕글 마동석죽으면 나오세요,2016-07-21 12:18:00
269,1,피칠갑 좀비. 문열고 문닫고 문열고 문닫고,2016-07-20 22:22:00
270,1,아... 정말 재미없다.,2016-07-22 00:06:00
271,1,호불호가 크게 갈리길래 기대는 안했지만...총체적 난국....,2016-07-22 05:48:00
272,1,그닥 별루 답답한 영화였음,2016-07-24 00:32:00
273,1,내용이너무빈약한듯 합니다.,2016-07-24 00:34:00
274,1,진짜 월드워z 따라만드느나 수고했다 기왕이면 좀비탑도 만들지 그랬냐,2016-07-22 23:48:00
275,1,여기서 재밋다고 하는것들은 댓글알바나 뇌가없는것들이다,2016-07-20 12:46:00
276,1,한국영화 진짜 못만드네 역시,2016-07-21 21:52:00
277,1,나만 당할 순 없지. 하고 남들에게 보게하지마라..  너무 아니다 이건,2016-07-22 16:33:00
278,1,올해 최악의 영화 중에 하나였다 일단 배경이나 분위기도 다른 좀비 영화에 비해서 너무 밝았고삽입곡도 엉망이었다그리고  중후반에 감성팔이는 관객을 모으려고 그랬는지 모르겠지만 오히려 짜증만 났다평론가 박평식이 왜 이 영화에 7점을 준건지 모르겠다 ,2016-07-20 23:24:00
279,1,칵!!!카악 캌!!!,2016-07-24 18:54:00
280,1,한국 최초 좀비영화에 박평식이 7점 줬다해서 보러갔는데 아주 가관이여....,2016-07-24 02:57:00
281,1,스토리 너무 질질 끌고 할머니도 들어올수 있는데 그 열차칸까지 잘 오다가 문 앞에서 가만히 서있어서 죽는것도 어이없고조연 주연급들은 아름다운 좀비 변신으로 몇분 동안 버티고일반 좀비들은 바로바로 변하는 것도 어이없음 ,2016-07-28 02:06:00
282,1,3줄요약. 1. ㅅㅎ연기로 영화 반이상망침. 2. 몇년이지나도 발전없는 한국영화cg개극혐. 3. 깨알같던 배재대학교 홍보 극혐,2016-07-21 07:38:00
