,star_score,reple,date
5355,10, 진짜 마지막 결말이 넘 슬프고 마동석이 &#39;딸 이름 윤상화야&#39;라 할때 울고 공유 자살할 때 또 울었음ㅠㅠ 근데 나만 궁금한지 모르겠지만 부산은 초기방어에 성공한 안전지역이고 감염도 안됐을텐데 수안이 엄마가 끝까지 전화 안받은게 좀 미스테리 하네요... ,2016-07-31 23:12:00
5356,10,좋네요 ㅎ 동석이형 어뜩해 ㅠ,2016-07-31 23:11:00
5357,10,공유오빠 멋져요^-^,2016-07-31 23:07:00
5358,10,한국형 좀비영화. 좀비 싫어하는데 스릴과 감동 주제가 있어서 좋았어요,2016-07-31 23:07:00
5359,10,보는내내 스릴있었어요 보는내내 지루하지않고재밌고 슬펐어요ㅜㅠ최고,2016-07-31 23:06:00
5360,10,오랫만에 긴장하며 재밌게 봤습니다,2016-07-31 23:05:00
5361,10,아주 재미집니다 꼭 보세요 굿귯,2016-07-31 23:04:00
5362,10,정말재미잇고 내가본영화중에 최고다,2016-07-31 23:01:00
5363,10,깨알재미.꿀잼입니다.,2016-07-31 22:50:00
5364,10,악플다는 사람들은 영화 제대로 본거 맞냐? 진짜 존나재밌다 스토리 오짐... 지금 보고나오는중인데 너무 떨면서봐서 나오니까 현기증난다... 꼭봐라 이거는 꼭 영화관에서 봐야한다 진짜 재밌다 진짜 정말재밌다 마블리랑 공유짱 ,2016-07-31 22:46:00
5365,10,정말 마니 재미있어요 추천합니다!!!,2016-07-31 21:01:00
5366,10,상당히 재미있게 봤습니다. 헐리우드 좀비 영화와 비교하는 분들이 있는데 그 분들은 생각이 많이 짧으신거 같네요.. 5백원 주고 천원짜리 빵 사오길 바라지 마세요.,2016-07-31 21:00:00
5367,10,스릴 개쩌러요...ㅋㅋㅋ 마지막이 좀 아쉽지만...,2016-07-31 20:58:00
5368,10,한국첫좀비영화 나름 잘봤어요,2016-07-31 20:55:00
5369,9,스릴있고 재밌었습니다,2016-07-31 20:53:00
5370,9,갠찮맜어요 좀울었어요,2016-07-31 20:53:00
5371,10,언제끝낫는지 2시간   집중해서 봣다지루하지도하고...주인공이  죽어  아쉽지만  볼만햇다..아마 천만 찍지 않을까싶다,2016-07-31 19:51:00
5372,10,감동..!!아빠의 딸사랑,2016-07-31 18:58:00
5373,5,"현실이면 가장 먼저 죽을 임산부와 아이를 살려두면서..객관에서  ""울어라 울어라..이래도 안울거야 ""  감동을 강요하는 영화.  그렇게 많은 상영관에서 상영하는데 이제 700만 넘었다는게  웃김",2016-07-31 18:09:00
5374,8,볼만해요 .한국의 좀비영화,2016-07-31 14:03:00
5375,10,꿀잼이였다.개인적으로 연기도 다들 좋았음,2016-07-31 14:02:00
5376,9,"부산행 영화는 현 세상을 살아가는 사람들에 대한 이야기라고 느껴집니다. 일에 만 몰두하는 아버지에 이야기, 그러나 수아가 크면 아빠를 이해 할 거라는 마동석의 대화, 아빠는 늘 바빠 처자식을 잘 챙기지 못 하지만 자식이 가장 힘들 때는 슈퍼맨이 된다. ",2016-07-31 13:20:00
5377,10,생각보다 재미있었다. 한국영화치곤 분장도잘했음,2016-07-31 13:19:00
5378,10,너무재밌게봤는데 평점이 8이 안되서 놀랐다뻔한 한국감성이지만 그게 익숙한거라 오히려 더 잘와닿았고 감동적이었다,2016-07-31 12:59:00
5379,10,한국영화치곤 상당히 스릴있고 긴장감있게 잘만들었네요 전 재미있게 봤어요 전혀 지루하지도 않네요 공유와 마동석씨 연기도 잘합니다,2016-07-31 12:50:00
5380,10,마동석 무쌍 꿀잼 보장 진짜 잼슴,2016-07-31 12:36:00
5381,10,재미와 스릴과 감동.. 어색한부분없는 한국식좀비영화,2016-07-31 10:41:00
5382,10,정성껏 잘 만든 작품입니다.,2016-07-31 10:41:00
5383,10,끝이 애매모호 하긴한데 재미있었어요...,2016-07-31 10:40:00
5384,8,정말 많은 사람들이 수고많으셨습니다.,2016-07-31 10:37:00
5385,10,좀비영화중 최대걸작입니다.재미잇게봣읍니다.,2016-07-31 10:36:00
5386,9,무더위를 잊을만큼 재밌게 봤어요~,2016-07-31 10:36:00
5387,9,마요미 너무 귀여워요ㅋㅋㅋ 재밌었습니다,2016-07-31 10:27:00
5388,10,마지막이 너무 슬펐다.,2016-07-31 10:24:00
5389,10,이 영화  까는 사람들 좀 지식수준이 낮은거같음 즉 식자층이 아닌 중학생이하인거같음..  저는 이영화에담긴 한국좀비물의 가능성과 인간의본성 그리고  신랄한 사회비판을봣는데  아무것도담긴게 없다니,2016-07-31 10:03:00
5390,5,할망이 너무해  분장좀 신경쓰지 머얌 웃겨죽는줄,2016-07-31 05:33:00
5391,5,아??진짜재미없다 답답하게 굴어서 짜증남 우리나라 영화감독들은 다 저렇게 답답하고 뻔하게 만들라고 누가 가르치나 왜 맨날 연출이 똑같냐,2016-07-31 05:13:00
5392,4,영화보다가 중간에 나가고싶다는생각만들었는데같이간 일행들땜에 그냥 끝까지다보고 나왔습니다. . 마동석씨덕분에  씨익~몇번웃어서 4점드립니다. . .,2016-07-31 04:55:00
5393,2,아역 안소희 둘때메 영화보다 내가 좀비될뻔했다,2016-07-31 03:39:00
5394,2,올 여름을 강타할 최악의 영화 두 편 부산행과 인천상륙작전. 이렇게 만들거면 그돈으로 정말 독거노인 위해 기부하는게 나을 듯..,2016-07-31 03:32:00
5395,10,마동석 연기최고 공유 연기최고 이시대의 아버지들 최최고!,2016-07-31 02:24:00
5396,10,정말 재미있게 봤어요 보는내내 긴장해서 온몸이 아프네요;; 우리나라에도 좀비영화가 나오다니..어색함없이 잘 만들었네요 멋져요^^ 안소희연기가 영화집중력을 흩뜨려서 좀 거슬렸지만  그것만빼면 정말 재미있게봤네요  특히 마동석배우에게 반했네요!! ,2016-07-31 02:07:00
5397,10,그냥  재미로 보기에는 좋아요,2016-07-31 02:07:00
5398,10,진짜 너무 무서웠음 영화자체가 무섭다기보다는 내 사람들이 좀비로 변하는것이 너무 무서웠고 사람들의 이기심이 얼마나 무서운지를 알았고 어떻게 이런 영화를 만들었는지 신선한 충격이었다 우리나라에서 이런 영화를 만든다는것이 ,2016-07-31 02:06:00
5399,8,재밋게 봤음...마지막 끝에 가서는 넘감동됨...ㅜㅜ마동석 조연이아니라 주연 같았어요.ㅁㅏ동 석 보면 볼수록 매력있어요.앞으로 마동석 영화 다보고싶은맘...,2016-07-31 02:02:00
5400,10,실제 우리가 사는 배경에서 일어난 일이라 더 소름끼침 ㄷㄷㄷ,2016-07-31 00:56:00
5401,9,기대를  약간 덜하고  영화를  보러 갔던게 신의 한수였음정말  재밌었고  손에  땀을  쥐고  봤네요,2016-07-31 00:39:00
5402,9,볼만합니다 굳초이스!,2016-07-31 00:19:00
5403,9,한국 좀비영화라길래 졸작이 나올줄 알았는데 기대이상이었다.,2016-07-31 00:18:00
5404,10,몰입 엄청 잘 되고 너무 무서운데 긴장감 넘치고 지루할 틈이 없이 너무 재미있어요 감동도 있고 중간에 너무 슬펐어요 영화 보고 나니까 계속 여운이 남아요,2016-07-30 23:55:00
5405,9,항상 영화 보시면 졸시던 부모님과 같이 봤는대 이번영화는 처음부터 끝까지 봤다고 하시며 좋아하심. 우리나라 영화지만 잘만들었다.,2016-07-30 23:15:00
5406,10,보는내내 스트레스 받지만 꼭 보세요 마동석 아저씨가 진짜 멋있어요,2016-07-30 23:14:00
5407,10,흥미진진한 영화입니다.,2016-07-30 23:14:00
5408,10,우리나라에서 이런 영화를만들다니..보는내내 지루함없이 재미있게 잘봤어요. 짱!,2016-07-30 23:14:00
5409,8,"여러분, 만약 실제로 이런일이 생긴다면 서로 협력하면서 나아가야됩니다. 영화에 누구누구처럼 염병떨어봤자 사망플래그에요.ㅎㅎ",2016-07-30 23:08:00
5410,10,스포를 통해 결말은 알고 있었지만... 알고봐도 재미있네요ㅋㅋㅋㅋ B급 영화이긴하지만ㅋㅋㅋㅋ 기대를 딱히 안하고봐서 괜찮았습니다! 의외로 내자신이 영화에 몰두하여 집중하여 보고있었습니다. 소희와 병아리와의 러브신이 어이없긴 했지만...뭐 볼만했네요 ,2016-07-30 21:21:00
5411,10,진짜 꿀잼이에요 ㅎㅎㅎㅎ,2016-07-30 21:15:00
5412,7,무서웠지만 마지막 장면이 찡했음,2016-07-30 21:14:00
5413,9,영화 다보고 나니 화장이 다지워졌어요 공유가 감염돼 기차에서 떨어질때 너무 슬퍼 ㅠㅠ,2016-07-30 21:13:00
5414,10,최고최고에요!! 공유존잘 정유미존예,2016-07-30 21:11:00
5415,10,재밌게뵜어요~~~ㄱㅇㅇㅎ,2016-07-30 21:10:00
5416,10,"너무너무 흥미진진하게 봤구요,공유의 연기도 아주 좋았습니다,재밌고 감동적으로 봤어요~~",2016-07-30 21:09:00
5417,8,재미있기는 하나 그저 그런 영화.,2016-07-30 21:05:00
5418,10,진짜재밌었어요ㅠㅡㅠ 슬프기도하고,2016-07-30 21:02:00
5419,10,"스토리, 연출 어느 것 하나 빠짐없이 좋았습니다.",2016-07-30 21:02:00
5420,10,정말최고의영화 모든사람들에게추천합니다 정유미너무이뻐용공유너무잘생겼고ㅠㅜㅠ아무튼진짜최고의영화 계속보고싶은ㅋㅋㅋㅋ,2016-07-30 20:58:00
5421,3,스릴은 있었고 킬링타임용으로는 적합하지만 그놈의 신파와 뚝뚝 끊기는 전개 때문에 보기 짜증났음. 한국은 신파를 안 넣으면 영화를 못 만드나보다,2016-07-30 20:43:00
5422,8,재밌었어요!!처음부터 끝까지 긴장하고 봤습니다^^,2016-07-30 20:27:00
5423,5,생각보다 노잼인듯합니다.,2016-07-30 20:27:00
5424,5,감독이 시작부터 그리 깊이있는 영화를 만들려고 한것 같진 않다....한여름에 시간 때우기용 스릴러로는 좋다...,2016-07-30 20:25:00
5425,10,꿀잼ㅋㅋㅋㅋ좀비영화너무좋아,2016-07-30 20:21:00
5426,7,볼만합니다마동석 짱이네요,2016-07-30 20:20:00
5427,10,부산행만 두번째 봄알고봐도 재밌음마지막이 약간 아쉽,2016-07-30 20:10:00
5428,10,"심장이 계속 쫄깃쫄깃, 바쁜아빠에 일상때문에 딸네미 눈에 눈물이...",2016-07-30 20:07:00
5429,9,시간가는줄모르고봤어요결말이 좀 아쉬웠어요ㅎㅎ,2016-07-30 20:03:00
5430,10,중후반 기차 안 인간들 모습이 너무 한국 사회라 소름 끼침.,2016-07-30 19:31:00
5431,10,잘못하면 진짜 어색할 수 있는 소재인데 실감나게 잘 만들어진 영화같아요  역시 공유~~,2016-07-30 19:26:00
5432,7,전체적인 내용전개가 지루할틈없이 이어졌으며 한국적인 정서가 스며있는 좀비영화라 넘 재밌게 봤네요.,2016-07-30 19:25:00
5433,10,너무재밋네용 마동석 하하하,2016-07-30 19:23:00
5434,9,넘 멋있어요 공유~^.^,2016-07-30 19:10:00
5435,10,역쉬~~ 보길잘한영화인것같아여,2016-07-30 19:03:00
5436,7,할머니 두명중에 동생분 연기 너무 어색 소희랑 아역 연기는 사람들  평에 비해서 평이 했다만 ....,2016-07-30 18:52:00
5437,10,부산행 정말재밌게봤어요~~,2016-07-30 18:49:00
5438,10,너무나 감동적이었어요,2016-07-30 18:48:00
5439,10,정말재밋게 봣습니다 강추합니다,2016-07-30 18:47:00
5440,7,쓸데없는 장면 없이 알찬 영화,2016-07-30 18:46:00
5441,10,ㅠㅠ 재밌어요..  아쉬운 점도 있지만 나름 괜찮게 보았습니딘,2016-07-30 18:44:00
5442,9,단순하면서 스릴이 있습니다,2016-07-30 18:43:00
5443,10,사람이 무서운 영화~!!!!,2016-07-30 18:40:00
5444,10,진짜 진짜 진짜 완전 스릴 넘치는 영화 짱!! 재밌고 스릴넘쳐요!!,2016-07-30 18:40:00
5445,10,뻔한느낌도 없고 좀비가 우사인볼트인것도 포인트~~시종일관 쫄깃했다~심장이 ㅜㅜ,2016-07-30 18:39:00
5446,6,볼만해요볼만해요볼만해요,2016-07-30 18:37:00
5447,10,"조낸재미져요,마동석짱짱맨ㅋㅋ",2016-07-30 18:36:00
5448,10,마지막에 긴 여운이 남는 영화입니다,2016-07-30 18:36:00
5449,10,근래들어서 정말 잼있는  영화였어요스릴두 있구 맘을 따뜻하게 하는 사랑두있고정말 재미있게 봤어요,2016-07-30 18:35:00
5450,8,잘 봤습니다.  한국에 맞게 잘 만든거 같습니다.,2016-07-30 18:34:00
5451,9,오랜만에 본 영화..눈물  쏟고 왔네요 슬퍼요..재미나게 잘 봤습니다,2016-07-30 18:34:00
5452,10,부산행 전편 서울역도 나오니 부산행 후편은 부산도 결국 전염이 퍼져 제주도로 도망가는 배안에서의 사투 제주행,2016-07-30 18:32:00
5453,10,정말 재미있었구. 아빠의 모정모습...정말 뭉클했습니다,2016-07-30 18:19:00
5454,7,완전은 아니지만 볼만한영화~~마지막에 공유ㅜㅜ다왔는데 좀비한테 물려서 안타깝다,2016-07-30 18:15:00
5455,8,재밌네요지루하지않고 유치하지도않고재밌게 잘 봤습니다,2016-07-30 18:15:00
5456,9,조금 아쉬운 부분이 있지만 충분히 커버가능하고도 남는 재밌는 영화. 가볍개 보기에도 좋고 심각하게 보기에도 좋다 생각합니다.,2016-07-30 17:50:00
5457,9,마동석 주연 공유 조연 억지 신파만없었다면 10점일텐데,2016-07-30 17:47:00
5458,9,재밌게 봤어요 !! 공유 너무 잘생겻음 ..,2016-07-30 17:46:00
5459,8,재밌어요~ 마동석의 매력에 흠뻑 빠졌네여! 좀비 연기 진짜 짱짱 실감났어요~!!,2016-07-30 17:43:00
5460,10,재밋었어요! 공유가 과거회상하는 부분이 너무 슬프더라구요..ㅜ,2016-07-30 17:42:00
5461,10,"나를 먼저 챙겨, 돈 벌려면 어쩔 수 없어...라는 자본주의 논리에 일침을 가하는 영화. 직업윤리 없이 돈을 위해 선택했지만 그게 가족과 자신을 위협하게 됨. 전체적으로 재미있었음. 어벤져스급의 마동석도 멋짐",2016-07-30 16:27:00
5462,8,볼만한 영화인거 같아요.,2016-07-30 16:27:00
5463,10,"정말 처음에는 지인들이 재미없다고 해서 그냥 아무 기대 없이 봤는데, 왠걸? 이건 정말 재미는 물론이요, 감동까지 갖춘 영화더라구요. 마지막 장면도 오히려 감동이 생겼으면 생겼지 전혀 어색한 부분이 없었어요! 마동석, 공유 모두 멋진 남자들이예요ㅎㅎ ",2016-07-30 16:24:00
5464,6,그냥 그랬음 재미 없지도 있지도 않은,2016-07-30 16:20:00
5465,10,아빠와 딸이 같이 와서보면 더 감동깊을것 같아요딸이랑 모처럼 재미있는것 보고 왔네요마지막장면 펑펑울었어요,2016-07-30 13:40:00
5466,10,믿고보는 마동석!! 재밋어요^^ 꼭 보세용,2016-07-30 12:50:00
5467,10,스포를 봤는데도 정말 재밌네요!꼭 보세요!,2016-07-30 12:47:00
5468,9,재밌었어요.. 마동석 진짜 귀엽네요,2016-07-30 12:46:00
5469,9,재미랑 감동 교훈 적절히 버무려 괜찮은 영화네요,2016-07-30 12:44:00
5470,10,마동석짱~!!!!멋있어~~!!!,2016-07-30 12:12:00
5471,8,두번째  관람 입니다   재밋었음,2016-07-30 10:00:00
5472,10,완전 재밌아요!스포 다당하고 갔는데도 재밌았습니다!,2016-07-30 10:00:00
5473,10,웃기지마 사람도 무서웠지만 좀비가 더 무서웠어,2016-07-30 10:00:00
5474,8,볼만한 b급영화 딱 그정도,2016-07-30 09:57:00
5475,10,좀비도 무섭지만 사람이 제일 무서운걸 느낌.. 좀비가 하나도 유치하지 않고 정말 너무 무서웠고 배우분들의 연기력과 연출 덕분에 팝콘 먹을 생각도 못 하고 몰입해서 봤어요 이건 꼭 봐야 합니다 안 보신 분들 꼭 보세요 정말 강추!!! ,2016-07-30 09:46:00
5476,10,심장이 아직도 두근두근하네요.,2016-07-30 09:03:00
5477,10,한국영화라 하기 믿기 힘들게 묘사부분에서 정말 순간순간 섬뜩할정도로 잘 표현했고극한상황에서 인간의 악한본성과 선한본성의 충돌적인 감정선도 잘 표현한것같고따뜻한 인간미도 느낄수있는 괜찮은 영화인것같다,2016-07-30 08:36:00
5478,3,기대이하.스토리전개가 너무 놀래키는거 위주고 연기도어색억지스러운 감정팔이...,2016-07-30 04:09:00
5479,10,한순간도 지루할 틈 없이 재미나게 봤다.,2016-07-30 01:45:00
5480,10,한국 좀비영화지만 외국 좀비영화를 재밌게 봤는데 기대한것보단 퀄리티가  좋았던것같다,2016-07-30 01:27:00
5481,10,감독이 약빨고 만든 영화. 우리나라도 이런 영화를 만들 수 있구나를 느꼇고 좀비영화중 역대급 최고입니다ㅋ 좀비영화 매니아로써 너무너무너무 재밋게 봣습니다 ㅋㅋ 매드맥스 이후로 이렇게 스릴 넘친 영화 오랫만이네요 ㅋ 강추 ㅋㅋ ,2016-07-30 01:05:00
5482,10,난진짜재밌게봄.기대를안하고봐서그런것도아니고 진짜재밌었음 솔직히 재미없다고하시는분들은 제생각엔 칸에 진출한영화이기도해서 정말기대를 높이고봐서그런게아닐까하는생각도 들고..아무튼 뭐 배우들 연기는 지적할만한게 당연히없었고 걍 개꿀잼임 개꿀잼 진짜개꿀 ,2016-07-30 00:52:00
5483,10,유치할 거라고 생각했는데 생각 외로 너무 잘 만들었다ㅜ 스릴만점인데 너무 슬퍼ㅜ,2016-07-30 00:04:00
5484,10,소름입니다  한국좀비영화짱,2016-07-30 00:03:00
5485,6,정유미만 연기잘합니다. 마동석이 이상형됐어요. 공유에게서는 부성애가 느껴지지 않아요.,2016-07-29 21:10:00
5486,10,지루하지않게 본 영화!!!!너무재밌었어요~~,2016-07-29 20:13:00
5487,10,4XD추천 진짜 재밌음/몰입도 장난아님,2016-07-29 20:10:00
5488,7,재밌어요 마블리 짱ㅋㅋ,2016-07-29 20:09:00
5489,10,마동석 하드캐리 영화 좀비들이 연기 더잘함,2016-07-29 18:50:00
5490,6,"솔직히 별로임..배경 설명에 대한 불친절함, 배우들의 발연기, 개연성도 없고..흔한 감정팔이만 하려 하고..사실 6점도 아깝지만, 동석형님과 김의성님의 고군분투에 6점...솔직히..공유..지워줬다..있는 지도 몰랐다..-ㅁ-;; ",2016-07-29 15:37:00
5491,4,마블리 분량까지는 참 괜찮았다. 작전주니 어쩌니 김대리탓 아니야 같은.... 똥같은 신파가 짜증났다.,2016-07-29 15:34:00
5492,10,좀비 (외국) 영화중 우리나라 부산행이 최고엿슴 ㅋ,2016-07-29 15:28:00
5493,3,보는내내..이게 뭐지? 였다. 시작과 끝 좀비만 있는 영화. 좀비영화의 시도와 연기 잘하는 배우 두어명이 볼거리 전부라 아쉬운 영화,2016-07-29 15:17:00
5494,3,딱 요만큼의  한국영화!!  그냥  암생각  없이  봐야하는  . .  배우들은 영화를 위한 연기를 한다.  주인공이  좀비로  변하는  시간은  수분이  걸리지만  보통사람들은 5초면  변한다.,2016-07-29 15:04:00
5495,2,에이.. 그동안 좀비물로 다져진 우리를 뭘로보고 ....섣불리 들이대서 아까운 예산 낭비하지말고 정말 좋은 작품 부탁한다...,2016-07-29 14:59:00
5496,8,몰입12345678,2016-07-29 14:13:00
5497,10,액션영화이지만 스토리 집중해서 봐야할거같네요 놓치면 안됩니다 ㅎ,2016-07-29 14:10:00
5498,10,진짜 한마디만 할게여 지렸다,2016-07-29 14:09:00
5499,4,나름 킬링타임용으로 볼만하지만 절대 절대로 이게 천만이 될 영화는 아니다..진자 이나라 천만영화는 수준들이 다....에혀,2016-07-29 14:09:00
5500,10,영화가 생각에 잠기게 하네요 이기심과 배려심,2016-07-29 13:38:00
5501,10,공포영화인줄 알고 긴장하며 봤는데..눈물을 흘릴 줄이야...크게 기대 안하고 애들이랑 가볍게 보니 참 재미있었어요. .영화관에서 큰 사운드로 보아야 더 좋을듯 하네요,2016-07-29 13:23:00
5502,8,그냥저냥 대작은아니고요..,2016-07-29 13:22:00
5503,9,생각보다 훨 잘만들어졌습니다. 어색하지않고 과하지않고 .. 가족애.. 전 영화를 만들어가는데 필수요인이라고 생각합니다.,2016-07-29 13:16:00
5504,9,기대없이봐서인가...한국 첫 좀비물 괜찮았음!!,2016-07-29 12:50:00
5505,10,좀비가 사람을 죽이는 영화,2016-07-29 12:30:00
5506,5,나는 스크린을 통해서 좀비가 아니라 나를 봤다,2016-07-29 12:20:00
5507,10,좀비분장이나 움직임이 기대보다 훨씬 실감나서 놀랐고  배우들 연기나 스토리도 정말 좋았던 거 같아요 . 소희 연기가 어색해서 다같이 웃긴했지만 마지막부분에서 정말 많이 울었네요. 마지막 장면은 여운이 많이 남아서 잊지못할거 같아요. ,2016-07-29 12:16:00
5508,5,한국 좀비영화의 시작을 알렸다고 하는데 의의는 있지만 너무 지나치게 감동을 짜 맞추려는 장면들은 보는내내 감동이 아닌 짜증으로 바뀌었다.,2016-07-29 11:58:00
5509,9,살짝 아쉽긴하지만 우리나라좀비영화계의 가능성 많이 보인 영화네요,2016-07-29 11:50:00
5510,8,볼만한 영화 재미있었는데 마지막엔 주인공이 해피앤딩이였으면 더 좋았을걸....,2016-07-29 11:46:00
5511,10,아저씨가....엄마 보고싶다잖아...ㅠㅠ,2016-07-29 11:45:00
5512,2,좀비물에 좀 더 집중했다면 좋았을 것 같습니다. 억지눈물은 좋지 않아요.,2016-07-29 11:40:00
5513,5,죽탱이 맞고 나가 떨어지는 좀비라...음....,2016-07-29 11:29:00
5514,3,저 밑에 댓글 몇개...  몇일전에 올라왔던 댓글들이랑 완전 똑같네...평점 높은 이유가 있었구만  ㅉㅉ 댓글작업 어지간히 해라,2016-07-29 11:00:00
5515,6,큰 사건이 발생했는데 거의 기차안에서만 앵글이 맞춰져있고 왜 그렇게 좀비들이 나타나고 확대됐는지에 대한 이유는 공유 통화 외엔 거~의 없고 40대 아줌마들이 가발쓰고 할머니로 둔갑하거나 중요한 역할인 이의성씨가 어색하고 마동석씨가 애매하게 웃긴역할 ,2016-07-29 10:02:00
5516,8,결말이 아쉬었음...매우ㅠㅠ 뭔가 어물쩡끝님,2016-07-29 09:53:00
5517,7,움 .. 개연성이 없는게 가장 에러..어떻게 되서 좀비가 된건지 초반에 구체적인 부분이 안나와서 아쉬웠고 이걸 모르는 사람이 많았던 것 같다..,2016-07-29 09:47:00
5518,8,대한민국에서 좀비 영화를 대박 재미 있었어요.그러나 스토리 전개가 좀 부족 하네요,2016-07-29 09:18:00
5519,10,집단이기주의가 보이네요 ㅠㅠ 나만 살겠다고 주위에 모든 사람을 죽음으로 밀어 내는 사람들..,2016-07-29 09:15:00
5520,10,아무생각없이 봤는데 시간가는줄 몰랐네,2016-07-29 08:28:00
5521,8,처음에는 신선했지만 나중에는 그저그럼,2016-07-29 08:19:00
5522,10,잼난다 진짜 추천합니다,2016-07-29 07:44:00
5523,10,보면서 지루하지 않게 중간중간 웃긴 장면도 있고 돈주고 봐도 안아까울 영ㅎ화입니다,2016-07-29 07:43:00
5524,6,차라리 좀비가 되는게 더 나은방법일수도 있겠다,2016-07-29 01:37:00
5525,9,영화 참 재밌게 봤다.솔직히부산행 정말잘됐으면좋겠다 탄력을받아 앞으로한국영화가 매번같은소재 깡패또는 사극 멜로정말지겹지않나.이걸벗어나 좀더 공상과학sf류의영화들이 나왔으면좋겠다.제발부탁이다 관람객들의지갑을열게만들어라 그런의미에서부산행은 좋은예이다! ,2016-07-28 23:34:00
5526,7,악역에 너무 화가나네요배우분을 욕하는건아닙니다.,2016-07-28 23:30:00
5527,1,사람끼리 대립할때 대박.. 현 사회의 축소판이었네요 ㄷㄷ 소름돋았어요 감독님 좀비영화에서 그런연출을 해주셔서,2016-07-28 22:57:00
5528,3,소희연기 나올때마다 깻음 뻔한 스토리에 억지장면많앗음 관객들이 보다가 발연기에 중간중간 단체웃음 터졋을정도;,2016-07-28 22:46:00
5529,4,딱 킬링타임용. 한국영화 너무 했다. 좀비영화에도 억지감동을 넣다니..,2016-07-28 20:20:00
5530,10,좀비가  무서웠지만  마지막에 너무 슬퍼다ㅠㅠ 왜냐하면 수안아빠가 죽었기 때문이다...ㅠㅠ,2016-07-28 20:05:00
5531,9,마지막에 공유가 죽어서 맘이 아파요~~마동석 진짜  짱~~~,2016-07-28 20:04:00
5532,7,Cg나 사운드나 여러면에서 괜찮았어요,2016-07-28 19:57:00
5533,9,지루함없이 매우 재밌게 잘봤습니다^^,2016-07-28 19:56:00
5534,8,좀비감염 .. 공유의 뛰어난 연기력과 아이의 연기 또한 실감나는느낌이살아있어서..소름이쫘르륵돋았습니다!,2016-07-28 19:43:00
5535,9,오랜만에 너무 좋은 영화를 본 것 같아서 기분이 좋아요! 배우분들의 연기도 훌륭했습니다.,2016-07-28 19:42:00
5536,8,소재도 신선하고  나름 감동도 있었다,2016-07-28 19:36:00
5537,9,한순간도 지루하지않은 재미있는 영화.배우들 연기좋음,2016-07-28 19:32:00
5538,8,와 시간가는줄 모르고 봤어요. 마동석 대사 짱짱. 공유 표정변화가 명장면이었고 꼬맹이도 좋았고...다만 할머니분장이 개콘보는 느낌이었어요. 문여는 연기는 최악. 그부분 웃기려고 넣은건가요??  소희도.. 심은경이 했어야할 배역을 왜.... ,2016-07-28 19:31:00
5539,8,좀비영화 참좋아하는데 한국에서 만든 좀비영화 치고는 꽤 몰입도가 있었던 영화,2016-07-28 19:30:00
5540,6,결말이 너무 허무 하고 바이러스에 관한 내용이 너무 부족했다,2016-07-28 19:03:00
5541,3,"마동석캐릭터와 공유의 얼굴빼곤 볼게 없던 영화, 여자 캐릭터들은 전부 민폐로 나오고 남성 캐릭터의 희생으로 살아남는 모습을 보여주는 최악의 영화",2016-07-28 18:38:00
5542,9,좀비영화를 별로 좋아하지 않았는데 우리나라 영화가 좀비영화를 이렇게 스토리있게 잘 만들줄 몰랐다 감동도 있었고 재미있게 잘 봤다,2016-07-28 17:24:00
5543,10,재밌아요ㅎㅎㅎ부산행짱!!!,2016-07-28 17:22:00
5544,10,한국판 좀비 영화 기대이상 이였어요.,2016-07-28 17:22:00
5545,10,긴장감 좋고 연기좋고 흥해라흥,2016-07-28 17:09:00
5546,10,보는내내 초긴장 너무 재밌게봤어용,2016-07-28 17:03:00
5547,10,정말 재미있다 완벽!!!,2016-07-28 16:59:00
5548,7,전체적으로 연기지도가 필요하다,2016-07-28 16:10:00
5549,10,다들 연기를 너무 잘하셔서 액션신도 긴장감있게 잘봤고 수안이 연기가 하드캐리,2016-07-28 14:51:00
5550,10,부상행 아주 재미있는영화다... 처음으로 보는 한국판 좀비 영화 기대 이상의 것을 많이 보여준다...,2016-07-28 14:24:00
5551,6,너무 기대해서 그런가...스토리의 한계가 느껴졌다..중간 중간 긴박하게 구성은 잘 짜여졌던거 같은데.. 마지막이..좀비물 스토리의 한계인듯,2016-07-28 14:18:00
5552,10,최고입니다~~~! 재밌어요ㅋㅋ,2016-07-28 13:58:00
5553,6,전형적인 한국영화... 디테일이아쉽다,2016-07-28 11:13:00
5554,9,다 된 영화에 소희 뿌리기..소희 연기력 부족으로 보는내내 웃음이 나오더군요. 몰입을 계속 깨서 짜증났습니다.,2016-07-28 10:48:00
5555,4,솔직히 핵노잼ㅜ아직까진 한국영화 좀비몰은 좀 아닌듯...소희씨 발연기ㅜ 아역배우에 오지랍...착한마음은 알겠지만 그 위험한 상황에서먼가 되게 말안듣는??!! 아이 같았음 좀 짜증났음ㅋ마동석형 코믹연기와 신은경씨 좀비역활 진짜 최고였음!! ,2016-07-28 05:54:00
5556,7,개연성이 떨어지지만 나름 재밋,2016-07-28 02:40:00
5557,5,좀비 감염경로 이유 궁금했는데 영화 끝날때 까지 알 수 없었다 후반부의 공유의 회상씬이 굳이 들어간 이유를 모르겠다 어거지로 감동을 주게 하는 느낌. 개연성이 부족하다.좀비장르로서는 스릴있는 연출이 재밌었다!,2016-07-28 02:39:00
5558,8,2시간동안 긴장... 마지막..,2016-07-28 02:20:00
